episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
97, 2119.412693411112, 1, 32.952879676013254, 67, 7483,                                         7483, 35.03960037231445, 96.58602905273438
98, 1925.2687753513455, 1, 60.01323581498582, 122, 7605,                                         7605, 35.87187957763672, 96.32546997070312
99, -3065.5694786906242, 2, 34.41389387397794, 70, 7675,                                         7675, 33.03297424316406, 99.90738677978516
100, 2220.8038713932037, 1, 27.15716517600231, 55, 7730,                                         7730, 43.609107971191406, 98.67556762695312
101, 2426.27365604043, 1, 14.741656176978722, 30, 7760,                                         7760, 32.2551383972168, 97.31147766113281
102, -2843.989183306694, 2, 62.9081050339737, 128, 7888,                                         7888, 37.076873779296875, 98.61998748779297
103, 2392.293624240905, 1, 22.152614707010798, 45, 7933,                                         7933, 32.680721282958984, 99.14354705810547
104, -3039.7515256404877, 2, 27.573947068012785, 56, 7989,                                         7989, 37.038291931152344, 98.19544219970703
105, 2403.5361949801445, 1, 19.171314270992298, 39, 8028,                                         8028, 35.06784439086914, 102.54527282714844
106, 1990.3902431726456, 1, 33.94202497403603, 69, 8097,                                         8097, 30.945375442504883, 97.4040298461914
107, -2664.0575426220894, 2, 41.29673352598911, 84, 8181,                                         8181, 25.441246032714844, 99.76797485351562
108, 2401.930509902537, 1, 18.684986322012264, 38, 8219,                                         8219, 38.65547561645508, 100.56895446777344
109, 1498.619474901352, 1, 68.88029583997559, 140, 8359,                                         8359, 37.28815841674805, 100.81700897216797
110, -1199.7497042119503, 5, 50.23148645600304, 102, 8461,                                         8461, 36.4078483581543, 99.3885498046875
111, 2403.0896874964237, 1, 20.160711086005904, 41, 8502,                                         8502, 36.59028625488281, 101.01288604736328
112, 1966.5828597231302, 1, 46.28004415601026, 94, 8596,                                         8596, 35.46360397338867, 99.94895935058594
113, -2931.335054755211, 2, 27.580951730022207, 56, 8652,                                         8652, 37.982242584228516, 100.97834014892578
114, 2135.129492841661, 1, 46.82757663697703, 95, 8747,                                         8747, 33.25149154663086, 100.16800689697266
115, -3053.458394765854, 2, 15.235938986006659, 31, 8778,                                         8778, 26.89685821533203, 99.80220794677734
116, 2260.911222219467, 1, 20.28782929602312, 41, 8819,                                         8819, 29.377431869506836, 101.12899017333984
117, -2790.0139005184174, 2, 23.12202980503207, 47, 8866,                                         8866, 34.307594299316406, 100.49722290039062
118, 2255.6540517508984, 1, 24.627043200016487, 50, 8916,                                         8916, 38.60383224487305, 101.49018859863281
119, -2967.729145333171, 2, 70.32237119000638, 143, 9059,                                         9059, 36.148738861083984, 101.01174926757812
120, 2387.1106081362814, 1, 18.700244428997394, 38, 9097,                                         9097, 37.1135368347168, 100.27403259277344
121, 1790.8561057737097, 1, 27.54911942203762, 56, 9153,                                         9153, 40.34765625, 101.94032287597656
122, 2356.929155230522, 1, 29.517650089983363, 60, 9213,                                         9213, 38.42450714111328, 100.7562255859375
123, 1809.0905413627625, 1, 48.68226815998787, 99, 9312,                                         9312, 33.150909423828125, 102.06991577148438
124, 1552.5634362995625, 1, 48.319264360005036, 98, 9410,                                         9410, 41.216556549072266, 102.37288665771484
125, 2193.031191006303, 1, 44.73676090902882, 91, 9501,                                         9501, 37.71079635620117, 104.29521179199219
126, -2915.351899623871, 2, 17.848594807030167, 36, 9537,                                         9537, 43.93885803222656, 103.82275390625
127, -432.40954542160034, 5, 18.758055460988544, 38, 9575,                                         9575, 29.078893661499023, 104.04322052001953
128, 1916.8276470899582, 1, 39.34565956500592, 80, 9655,                                         9655, 43.794776916503906, 104.07011413574219
129, -503.5292797088623, 5, 16.233610493014567, 33, 9688,                                         9688, 28.20555305480957, 102.62533569335938
130, 2307.6381330490112, 1, 18.68480180198094, 38, 9726,                                         9726, 36.090145111083984, 104.56671142578125
131, 2392.2310906872153, 1, 19.229969539039303, 39, 9765,                                         9765, 40.73217010498047, 104.68563842773438
132, 2317.8527079224586, 1, 28.545749534969218, 58, 9823,                                         9823, 36.873779296875, 103.24102783203125
133, -2887.2446727752686, 2, 36.36928760202136, 74, 9897,                                         9897, 36.79706573486328, 104.1313247680664
134, 2380.3902841322124, 1, 23.59319318999769, 48, 9945,                                         9945, 33.98759078979492, 103.87540435791016
135, -3187.049548149109, 2, 21.627410240995232, 44, 9989,                                         9989, 32.95338439941406, 105.09687042236328
136, 2286.340479373932, 1, 18.690293266961817, 38, 10027,                                         10027, 37.299232482910156, 106.05047607421875
137, 1184.0554106263444, 1, 53.65594362997217, 109, 10136,                                         10136, 38.64799118041992, 106.02247619628906
138, 2355.173246830702, 1, 17.751921497983858, 36, 10172,                                         10172, 31.049020767211914, 106.04047393798828
139, -4174.102319180965, 2, 40.3109139270382, 82, 10254,                                         10254, 36.350929260253906, 105.30116271972656
140, 2406.8880290687084, 1, 20.256095696997363, 41, 10295,                                         10295, 34.70439910888672, 107.07315063476562
141, -2375.494990706444, 2, 29.62945111497538, 60, 10355,                                         10355, 41.922481536865234, 106.938232421875
142, 2400.2629724144936, 1, 21.161146286991425, 43, 10398,                                         10398, 34.984310150146484, 107.60569763183594
143, -2301.453613638878, 2, 18.184896857012063, 37, 10435,                                         10435, 32.8349723815918, 108.0174560546875
144, 2349.758269548416, 1, 17.215065736032557, 35, 10470,                                         10470, 27.68098258972168, 104.62300109863281
145, -1519.241245508194, 5, 36.492712036008015, 74, 10544,                                         10544, 38.39052200317383, 106.5601806640625
146, -2735.5681841373444, 2, 24.169390033988748, 49, 10593,                                         10593, 35.889102935791016, 106.65122985839844
147, 2033.4378997981548, 1, 38.839158570976, 79, 10672,                                         10672, 38.84755325317383, 107.60472869873047
148, 2044.9767248928547, 1, 41.353745669999626, 84, 10756,                                         10756, 39.41492462158203, 107.33014678955078
149, 1763.906189441681, 1, 37.85256936599035, 77, 10833,                                         10833, 38.66218185424805, 108.64535522460938
150, -434.0836660861969, 5, 15.304330140003003, 31, 10864,                                         10864, 44.369895935058594, 107.99662017822266
151, 1881.0037676915526, 1, 21.140787395997904, 43, 10907,                                         10907, 47.446903228759766, 107.83028411865234
152, -3094.148064851761, 2, 30.06480133201694, 61, 10968,                                         10968, 39.21965026855469, 108.67417907714844
153, 2201.2432633042336, 1, 32.99295969103696, 67, 11035,                                         11035, 33.587432861328125, 109.77558898925781
154, -714.6556676626205, 5, 31.448799710022286, 64, 11099,                                         11099, 38.4023323059082, 109.3077163696289
155, 2349.004624456167, 1, 20.292391943978146, 41, 11140,                                         11140, 39.033973693847656, 109.37300872802734
156, -668.9952293038368, 5, 49.18549876398174, 100, 11240,                                         11240, 36.762691497802734, 110.39094543457031
157, 2138.0483983159065, 1, 35.44681735703489, 72, 11312,                                         11312, 33.96497344970703, 109.50624084472656
158, -2863.534638404846, 2, 34.40747257397743, 70, 11382,                                         11382, 39.093116760253906, 110.4610824584961
159, -3081.2364611029625, 2, 31.971788248978555, 65, 11447,                                         11447, 44.89412307739258, 109.90126037597656
160, 2360.1371512413025, 1, 14.767583872016985, 30, 11477,                                         11477, 43.04261779785156, 110.64543914794922
