episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
31, 2204.626913174987, 1, 17.709950258999015, 35, 2046,                                         2046, 39.38768768310547, 185.13621520996094
32, -2921.3815751075745, 2, 19.76839665300031, 39, 2085,                                         2085, 36.390079498291016, 185.74916076660156
33, -3457.668776512146, 2, 25.409299950000786, 50, 2135,                                         2135, 37.7059440612793, 185.0572509765625
34, -2761.53719496727, 2, 15.309227605999695, 30, 2165,                                         2165, 44.555049896240234, 188.8900909423828
35, -4591.610167503357, 2, 39.99358104299972, 79, 2244,                                         2244, 40.51856994628906, 194.8546905517578
36, -2677.6643929481506, 2, 15.239963370999249, 30, 2274,                                         2274, 39.64906311035156, 200.64830017089844
37, -2843.9670057296753, 2, 21.296287993000078, 42, 2316,                                         2316, 35.97840881347656, 198.41409301757812
38, -3349.1318950653076, 2, 27.384637728999223, 54, 2370,                                         2370, 53.11191177368164, 207.15318298339844
39, -3458.523708343506, 2, 26.38717763599925, 52, 2422,                                         2422, 39.50946807861328, 207.13636779785156
40, -4120.590932369232, 2, 35.605353183998886, 70, 2492,                                         2492, 45.97557067871094, 211.114013671875
41, -4096.680990606546, 2, 54.27952078199996, 107, 2599,                                         2599, 45.74235916137695, 217.2880401611328
42, -3438.754782438278, 2, 16.760990921000484, 33, 2632,                                         2632, 43.36048126220703, 221.62600708007812
43, -3003.3788723945618, 2, 24.974840285000028, 49, 2681,                                         2681, 45.87083053588867, 228.21310424804688
44, -2441.560516357422, 2, 15.768772735000312, 31, 2712,                                         2712, 42.564483642578125, 229.37619018554688
45, -3038.2710444927216, 2, 22.821228862998396, 45, 2757,                                         2757, 49.33808517456055, 232.29698181152344
46, -6753.81498336792, 4, 80.01803354900039, 158, 2915,                                         2915, 45.296234130859375, 241.5392608642578
47, -3651.4700603485107, 2, 22.85342336800022, 45, 2960,                                         2960, 38.939720153808594, 249.77244567871094
48, -3020.3984804153442, 2, 15.286692097999548, 30, 2990,                                         2990, 51.99165725708008, 251.81552124023438
49, -5780.520959854126, 2, 62.93521727799998, 124, 3114,                                         3114, 43.3702278137207, 259.1707458496094
50, -4081.0365266799927, 2, 31.954735035998965, 63, 3177,                                         3177, 44.11946487426758, 261.4932556152344
51, -5467.936635494232, 2, 60.83615783099958, 120, 3297,                                         3297, 44.49149703979492, 271.8830261230469
52, -3404.134217262268, 2, 25.876931507000336, 51, 3348,                                         3348, 48.227935791015625, 275.7150573730469
53, -4682.520620346069, 2, 54.38211607999983, 107, 3455,                                         3455, 49.062049865722656, 284.1095275878906
54, -3646.770378112793, 2, 17.752652366998518, 35, 3490,                                         3490, 41.535179138183594, 289.6114807128906
55, -4120.115792274475, 2, 33.97622378499909, 67, 3557,                                         3557, 46.11391830444336, 295.0124816894531
56, -3004.2941884994507, 2, 19.7824466080001, 39, 3596,                                         3596, 44.46866226196289, 295.2944030761719
57, -3348.1731739640236, 2, 19.85371500599831, 39, 3635,                                         3635, 45.182308197021484, 301.12451171875
58, -3137.6803855895996, 2, 16.254140601999097, 32, 3667,                                         3667, 41.922637939453125, 298.8396301269531
59, -4132.693496227264, 2, 41.24171956099963, 81, 3748,                                         3748, 49.954830169677734, 310.01177978515625
60, -3184.75332736969, 2, 24.94741233899913, 49, 3797,                                         3797, 47.17348861694336, 308.974853515625
61, -3118.5160717964172, 2, 23.855741776000286, 47, 3844,                                         3844, 48.65525436401367, 322.179931640625
62, -3396.459708213806, 2, 20.781426401999852, 41, 3885,                                         3885, 50.78784942626953, 319.28851318359375
63, -3083.20419216156, 2, 19.772247786000662, 39, 3924,                                         3924, 45.89685821533203, 323.932373046875
64, -3430.4698917865753, 2, 22.774054655999862, 45, 3969,                                         3969, 50.27619171142578, 324.7757263183594
65, -3447.953763961792, 2, 15.742256638999606, 31, 4000,                                         4000, 47.84865951538086, 329.0296936035156
66, -4125.618482589722, 2, 38.00408160299958, 75, 4075,                                         4075, 49.25489807128906, 332.0474853515625
67, -3253.0396569520235, 4, 80.28800185899854, 158, 4233,                                         4233, 52.369197845458984, 345.0467834472656
68, -3254.3199768066406, 2, 17.35845590899953, 34, 4267,                                         4267, 55.393070220947266, 353.5055236816406
69, -4127.352229118347, 2, 59.2940061270001, 117, 4384,                                         4384, 48.53074264526367, 351.54058837890625
70, -3835.07647895813, 2, 18.326603632000115, 36, 4420,                                         4420, 52.960838317871094, 357.75445556640625
71, -5083.696352958679, 2, 47.31177966299947, 93, 4513,                                         4513, 55.214847564697266, 367.6769714355469
72, -4132.063386917114, 2, 25.385792654999022, 50, 4563,                                         4563, 49.338626861572266, 365.8253479003906
73, -3284.5119819641113, 2, 16.319744796999657, 32, 4595,                                         4595, 48.12883377075195, 373.5166015625
74, -5163.8109011650085, 2, 59.865908992000186, 118, 4713,                                         4713, 52.81582260131836, 377.99615478515625
75, -3231.3142595291138, 2, 19.958820088999346, 39, 4752,                                         4752, 53.51692581176758, 389.9626770019531
76, -2811.3647497296333, 2, 21.335632090998843, 42, 4794,                                         4794, 47.20499801635742, 394.6636962890625
77, 1888.0663091391325, 1, 26.415819975998602, 52, 4846,                                         4846, 62.03293991088867, 402.9936218261719
78, -3282.847287297249, 2, 17.76133999999911, 35, 4881,                                         4881, 53.92411804199219, 392.9745788574219
79, -3834.062174797058, 2, 34.9580920089993, 69, 4950,                                         4950, 60.682044982910156, 407.9575500488281
80, -4195.14627122879, 2, 37.642969995000385, 74, 5024,                                         5024, 55.06697082519531, 414.7909240722656
81, -3488.4578380584717, 2, 26.8429286720002, 53, 5077,                                         5077, 55.48817825317383, 408.1594543457031
82, -4284.7697167396545, 2, 43.617841682998915, 86, 5163,                                         5163, 59.696006774902344, 417.66387939453125
83, -5032.9278926849365, 2, 65.08239006500116, 128, 5291,                                         5291, 55.482765197753906, 424.4601135253906
84, -3158.252290725708, 2, 17.802866886999254, 35, 5326,                                         5326, 54.597618103027344, 429.7033996582031
85, -5817.76749587059, 2, 47.20134756900006, 93, 5419,                                         5419, 58.83064651489258, 433.37353515625
86, -4057.698893070221, 2, 45.22211016999972, 89, 5508,                                         5508, 57.78746032714844, 439.68328857421875
87, 1878.4153981208801, 1, 15.201679602001605, 30, 5538,                                         5538, 61.8582649230957, 451.8099670410156
88, -3244.6038489341736, 2, 17.813558338999428, 35, 5573,                                         5573, 60.06692123413086, 446.6229248046875
89, -5621.258040070534, 2, 69.98028728799909, 138, 5711,                                         5711, 60.18562316894531, 456.1470642089844
90, -4718.603563308716, 2, 53.89779890000136, 106, 5817,                                         5817, 61.157955169677734, 463.9908142089844
91, -4792.77724993974, 2, 67.07534264300011, 132, 5949,                                         5949, 58.31525802612305, 470.5476989746094
92, -2956.482216835022, 2, 22.77315283600001, 45, 5994,                                         5994, 59.629634857177734, 474.01617431640625
93, -3781.475018620491, 2, 33.04734303799887, 65, 6059,                                         6059, 61.745635986328125, 489.94085693359375
94, -5699.027138948441, 2, 71.93950765199952, 142, 6201,                                         6201, 61.239070892333984, 489.4281005859375
95, -5561.54438328743, 2, 61.569042723000166, 121, 6322,                                         6322, 59.04676055908203, 495.9779968261719
96, -2894.150901079178, 2, 15.354897514000186, 30, 6352,                                         6352, 62.92593765258789, 498.4898986816406
97, -4564.653521537781, 2, 39.09579271199982, 77, 6429,                                         6429, 66.568359375, 506.4144592285156
98, -4730.858465909958, 2, 44.32420065400038, 87, 6516,                                         6516, 66.63802337646484, 510.6538391113281
99, -3776.7358760535717, 4, 79.75918364599966, 157, 6673,                                         6673, 64.50967407226562, 520.5145874023438
100, -3103.2343022823334, 2, 30.53838594499939, 60, 6733,                                         6733, 65.02632904052734, 516.98974609375
101, -4295.1275045871735, 4, 80.15735492100066, 158, 6891,                                         6891, 66.17572021484375, 527.37744140625
102, -3060.5919399261475, 2, 15.761279819000265, 31, 6922,                                         6922, 60.64043426513672, 544.9185180664062
103, -4144.848007202148, 2, 43.571022239999365, 86, 7008,                                         7008, 66.60260009765625, 538.25244140625
104, -3209.3263976573944, 2, 22.413276994000626, 44, 7052,                                         7052, 62.77590560913086, 541.4203491210938
105, -4841.9586544036865, 2, 35.60166507899885, 70, 7122,                                         7122, 66.38572692871094, 549.4451904296875
106, -3701.5214074254036, 4, 80.09521486499943, 158, 7280,                                         7280, 64.64067840576172, 560.9309692382812
107, -6415.718794330955, 2, 74.59660260700002, 147, 7427,                                         7427, 67.27674865722656, 568.9910888671875
108, -5315.895065188408, 2, 78.11037424400092, 154, 7581,                                         7581, 69.30946350097656, 584.3661499023438
109, -34.0094108581543, 1, 54.78735337500075, 108, 7689,                                         7689, 68.44879150390625, 598.636962890625
110, -3323.3548583984375, 2, 18.771479012000782, 37, 7726,                                         7726, 72.30387878417969, 588.7467041015625
111, -5240.667879581451, 5, 62.835411785999895, 124, 7850,                                         7850, 71.30199432373047, 605.1300048828125
112, -3393.9457178115845, 2, 17.225285049000377, 34, 7884,                                         7884, 80.80229949951172, 616.521728515625
113, -5042.981648206711, 2, 54.98319074600113, 108, 7992,                                         7992, 75.25997161865234, 611.7316284179688
114, 1785.2870473861694, 1, 23.364731200999813, 46, 8038,                                         8038, 69.7887954711914, 616.5836791992188
115, -4387.001585006714, 2, 15.219612703000166, 30, 8068,                                         8068, 77.65086364746094, 627.4050903320312
116, -4000.4553546905518, 2, 30.520231968999724, 60, 8128,                                         8128, 74.56314086914062, 630.6980590820312
117, -5329.449673652649, 2, 36.60747042299954, 72, 8200,                                         8200, 77.38702392578125, 623.7598876953125
118, 791.1058644251898, 1, 57.38615191600002, 113, 8313,                                         8313, 76.38631439208984, 643.1734619140625
119, -1800.2250242233276, 5, 22.329524877999575, 44, 8357,                                         8357, 71.91497039794922, 640.3723754882812
120, -5924.8071093559265, 4, 80.15564190600162, 158, 8515,                                         8515, 78.4061508178711, 651.7470092773438
121, -5420.156670093536, 2, 55.32352813500074, 109, 8624,                                         8624, 79.80149841308594, 662.900634765625
122, -3922.282637119293, 2, 30.987280507999458, 61, 8685,                                         8685, 78.80940246582031, 662.4130859375
123, -4082.991487979889, 2, 32.99305824899966, 65, 8750,                                         8750, 79.92974090576172, 654.079833984375
124, -3894.142924785614, 2, 25.98357701200075, 51, 8801,                                         8801, 82.27584075927734, 670.1192016601562
125, -4306.393467307091, 4, 80.12273830799859, 158, 8959,                                         8959, 82.82939147949219, 668.8600463867188
126, -3975.1984100341797, 4, 80.3068571499989, 158, 9117,                                         9117, 85.63447570800781, 682.3148803710938
127, -5191.131197929382, 2, 65.8820328640013, 130, 9247,                                         9247, 90.38967895507812, 687.242919921875
128, -3236.254422187805, 2, 19.36855552400084, 38, 9285,                                         9285, 85.40065002441406, 690.812255859375
129, -4136.274700433016, 4, 80.70778518399857, 159, 9444,                                         9444, 87.05577087402344, 692.08740234375
130, -3868.4691972732544, 4, 80.52075706700089, 159, 9603,                                         9603, 84.9718246459961, 685.777587890625
131, -3366.9280568361282, 5, 50.2573497279991, 99, 9702,                                         9702, 85.85782623291016, 699.9615478515625
132, -4478.816297054291, 4, 80.33812262800166, 158, 9860,                                         9860, 84.28244018554688, 702.4638671875
133, -3976.1629099845886, 2, 28.95267722999961, 57, 9917,                                         9917, 76.66387176513672, 699.5759887695312
134, -4534.760937929153, 4, 80.14290052900105, 158, 10075,                                         10075, 83.67031860351562, 706.0521240234375
135, -4012.9405765533447, 2, 30.022768871000153, 59, 10134,                                         10134, 84.98151397705078, 709.7640380859375
136, -2824.153898835182, 2, 16.217034070999944, 32, 10166,                                         10166, 87.42200469970703, 709.9071044921875
137, -3959.9883573651314, 4, 80.1997611450006, 158, 10324,                                         10324, 85.51720428466797, 712.62939453125
138, -3988.748385667801, 2, 36.005554004999794, 71, 10395,                                         10395, 86.56541442871094, 716.3626708984375
139, -3296.076166152954, 2, 15.207688599999528, 30, 10425,                                         10425, 88.77378845214844, 718.3279418945312
140, -766.6879107356071, 1, 76.25342234399977, 150, 10575,                                         10575, 87.34748077392578, 723.181640625
141, -1980.4893028736115, 5, 24.41236444599963, 48, 10623,                                         10623, 90.08399200439453, 713.7106323242188
142, -5818.552001476288, 2, 51.2693744850003, 101, 10724,                                         10724, 84.15897369384766, 719.160888671875
143, -5959.91263961792, 2, 73.50741603699862, 145, 10869,                                         10869, 90.58056640625, 728.3633422851562
144, 1821.4030089378357, 1, 17.281054520000907, 34, 10903,                                         10903, 83.28482055664062, 715.2129516601562
145, -3453.600841283798, 5, 69.58903279699916, 137, 11040,                                         11040, 85.24217224121094, 717.0704956054688
146, -3738.3700666427612, 4, 80.27653104000092, 158, 11198,                                         11198, 82.63873291015625, 723.8892822265625
147, -4260.223386764526, 2, 42.71568823599955, 84, 11282,                                         11282, 81.73548126220703, 727.9205322265625
148, -5219.343351364136, 2, 42.31081639999866, 83, 11365,                                         11365, 90.00907135009766, 725.4091796875
149, -1668.4283853769302, 5, 27.43296055599967, 54, 11419,                                         11419, 88.72441864013672, 737.2030639648438
150, -4033.7560573145747, 4, 80.35023820400056, 158, 11577,                                         11577, 85.22531127929688, 731.1190795898438
151, -6640.983842372894, 2, 54.82426052400115, 108, 11685,                                         11685, 82.20611572265625, 733.2490844726562
152, -5955.993400096893, 4, 80.31922484700044, 158, 11843,                                         11843, 81.30768585205078, 734.6780395507812
153, -4630.085627555847, 2, 52.27476393500001, 103, 11946,                                         11946, 82.60862731933594, 746.8524780273438
154, -4708.945696353912, 2, 55.400146491998385, 109, 12055,                                         12055, 80.60823822021484, 743.4984741210938
155, -5316.401239871979, 2, 46.717123424999954, 92, 12147,                                         12147, 77.16961669921875, 746.8287353515625
156, -3827.260335445404, 4, 80.21051000199986, 158, 12305,                                         12305, 78.88856506347656, 751.2069702148438
157, -1783.5085787773132, 5, 32.06403087099898, 63, 12368,                                         12368, 80.19000244140625, 750.4603881835938
158, -4207.806517601013, 4, 79.7663489459992, 157, 12525,                                         12525, 77.27557373046875, 747.1583251953125
159, -4734.776466846466, 2, 46.267469484000685, 91, 12616,                                         12616, 80.84136199951172, 755.2251586914062
160, -3990.3444871902466, 4, 80.28661169499901, 158, 12774,                                         12774, 77.91207885742188, 752.7264404296875
161, -3587.444308616221, 2, 46.22821582099823, 91, 12865,                                         12865, 76.7767562866211, 756.1710815429688
162, -3677.4756886810064, 4, 79.7886390980002, 157, 13022,                                         13022, 74.44647216796875, 759.70458984375
163, -3326.9814949035645, 2, 29.518169216999013, 58, 13080,                                         13080, 75.12149047851562, 767.0355834960938
164, 1423.9249050617218, 1, 27.3988732910002, 54, 13134,                                         13134, 73.56285095214844, 764.5260620117188
165, -6436.49751329422, 2, 79.75166661500043, 157, 13291,                                         13291, 72.61935424804688, 762.6888427734375
166, 1721.7212512493134, 1, 19.859611080000832, 39, 13330,                                         13330, 78.84600067138672, 769.75927734375
167, -3972.0583934783936, 2, 38.08780264199959, 75, 13405,                                         13405, 72.37670135498047, 757.957275390625
168, -4095.9606609344482, 4, 80.2609018940002, 158, 13563,                                         13563, 72.40937042236328, 763.6085205078125
169, -3666.1047286987305, 2, 21.007781113999954, 41, 13604,                                         13604, 70.95073699951172, 763.9736938476562
170, 494.34208619594574, 1, 48.74030307599969, 96, 13700,                                         13700, 68.74826049804688, 771.7354125976562
171, -5771.340747088194, 5, 70.63191915300013, 139, 13839,                                         13839, 71.2350082397461, 773.9320678710938
172, -3633.3074169158936, 2, 20.375966096999036, 40, 13879,                                         13879, 71.19432067871094, 776.4371948242188
173, -3799.6390743255615, 4, 79.8011287040008, 157, 14036,                                         14036, 67.338623046875, 775.646728515625
174, -3338.1929929703474, 4, 80.09169393100092, 158, 14194,                                         14194, 66.47550201416016, 782.1848754882812
175, -3773.6425738334656, 4, 79.77558319999844, 157, 14351,                                         14351, 66.35140991210938, 784.2579345703125
176, -3526.4217653274536, 4, 79.77363615600007, 157, 14508,                                         14508, 67.47291564941406, 795.462646484375
177, -3760.4095914959908, 4, 80.27991025400115, 158, 14666,                                         14666, 67.33891296386719, 800.115478515625
178, 1348.1593006625772, 1, 25.974285307000173, 51, 14717,                                         14717, 62.81159591674805, 800.87841796875
179, -4020.7630083560944, 4, 79.72679684700051, 157, 14874,                                         14874, 66.3250503540039, 805.154541015625
180, -3477.4556090831757, 4, 80.17790893299752, 158, 15032,                                         15032, 65.94351959228516, 811.5386962890625
181, -5136.540777683258, 2, 62.4242358219999, 123, 15155,                                         15155, 65.78675079345703, 809.0277709960938
182, -3509.471414089203, 4, 80.15225611600181, 158, 15313,                                         15313, 63.83005905151367, 813.6626586914062
183, -3642.834745645523, 4, 80.42731688099957, 158, 15471,                                         15471, 64.66240692138672, 815.3135986328125
184, -3125.3865354061127, 4, 80.3226422350017, 158, 15629,                                         15629, 62.166343688964844, 820.4373779296875
185, -3903.77696955204, 4, 80.28204557500067, 158, 15787,                                         15787, 59.78251266479492, 823.1214599609375
186, -3223.0306763648987, 4, 80.33737873599966, 158, 15945,                                         15945, 59.757781982421875, 827.3722534179688
187, -3535.8774812221527, 4, 80.31693331799761, 158, 16103,                                         16103, 61.20933151245117, 835.8809204101562
188, -4324.024149417877, 2, 49.22323672499988, 97, 16200,                                         16200, 58.69047927856445, 834.123046875
189, -2990.399486541748, 5, 40.207368446001055, 79, 16279,                                         16279, 58.92021942138672, 836.4793090820312
190, -3422.0132781267166, 4, 80.25764817699746, 158, 16437,                                         16437, 58.49611282348633, 835.8956909179688
191, -3350.4440608024597, 4, 80.20794932300123, 158, 16595,                                         16595, 60.049713134765625, 844.0610961914062
192, -3271.4465777277946, 4, 80.38003008099986, 158, 16753,                                         16753, 56.77915954589844, 843.3226928710938
193, -3144.883507490158, 4, 79.78238084400073, 157, 16910,                                         16910, 55.6806526184082, 848.4583129882812
194, -3213.9142315387726, 4, 79.78981655000098, 157, 17067,                                         17067, 54.55800247192383, 850.5355224609375
195, -3184.397319793701, 4, 80.22489019400018, 158, 17225,                                         17225, 54.83107376098633, 859.5499267578125
196, -2955.894984960556, 4, 80.2663538529996, 158, 17383,                                         17383, 55.55339050292969, 857.7379150390625
197, -3268.094507277012, 4, 80.17341426799976, 158, 17541,                                         17541, 53.45722198486328, 865.3491821289062
198, -3260.2098758220673, 4, 80.27585949399872, 158, 17699,                                         17699, 52.69300079345703, 867.1978149414062
199, -3082.8326132297516, 4, 80.35169550100181, 158, 17857,                                         17857, 54.840240478515625, 866.6445922851562
200, -3461.8649121522903, 4, 80.31613728700177, 158, 18015,                                         18015, 52.1724739074707, 874.2147827148438
201, -2939.7177271842957, 4, 80.40401008200206, 158, 18173,                                         18173, 52.52080535888672, 874.5508422851562
202, -3029.310653448105, 4, 80.23774032499932, 158, 18331,                                         18331, 52.356815338134766, 875.1882934570312
203, -3315.5889229774475, 4, 80.15808623200064, 158, 18489,                                         18489, 52.704471588134766, 880.418212890625
204, -3305.436543226242, 4, 80.26722456100106, 158, 18647,                                         18647, 51.798912048339844, 880.9679565429688
205, 1787.7037994861603, 1, 27.402356679998775, 54, 18701,                                         18701, 49.44954299926758, 883.1541748046875
206, -3627.207159921527, 4, 80.7057436790019, 159, 18860,                                         18860, 52.35546875, 886.768798828125
207, -4323.4662618637085, 2, 43.82779374299935, 86, 18946,                                         18946, 50.790000915527344, 888.2007446289062
208, -4026.596899032593, 4, 80.68637100200067, 159, 19105,                                         19105, 51.87656021118164, 891.7714233398438
209, -4429.392682433128, 2, 56.510686977999285, 111, 19216,                                         19216, 50.3553581237793, 894.314453125
210, -3719.654459401965, 4, 80.32623145699836, 158, 19374,                                         19374, 52.15159606933594, 899.5576782226562
211, 1916.8827956318855, 1, 15.337858667000546, 30, 19404,                                         19404, 50.60693359375, 906.2216186523438
212, -3327.6781331300735, 4, 80.12765260800006, 158, 19562,                                         19562, 50.83103561401367, 902.2384033203125
213, -4945.303191065788, 2, 65.99079367300146, 130, 19692,                                         19692, 50.6365852355957, 905.1165771484375
214, -4556.274926662445, 2, 53.830906587001664, 106, 19798,                                         19798, 48.30695724487305, 910.5078735351562
215, -3467.290734767914, 4, 80.20165433099828, 158, 19956,                                         19956, 52.28886032104492, 911.8748779296875
216, -3298.2638940811157, 2, 26.548049883000203, 52, 20008,                                         20008, 52.318397521972656, 916.0543212890625
217, -2774.655218411237, 4, 80.30486964999727, 158, 20166,                                         20166, 50.0689582824707, 918.5095825195312
218, -3057.1247324347496, 4, 80.20335483799863, 158, 20324,                                         20324, 53.75761032104492, 920.8204956054688
219, -4430.47746360302, 2, 53.3482842279991, 105, 20429,                                         20429, 51.16994094848633, 921.2522583007812
220, -3179.1726624965668, 4, 80.30267806199845, 158, 20587,                                         20587, 53.28091049194336, 927.2662963867188
221, -3307.360780239105, 2, 18.379112493999855, 36, 20623,                                         20623, 56.82270431518555, 932.5114135742188
222, -2841.7196750938892, 4, 80.11033443700217, 158, 20781,                                         20781, 52.32682800292969, 930.935791015625
223, -3435.7796419262886, 4, 80.31676033500116, 158, 20939,                                         20939, 52.30183792114258, 934.4923095703125
224, -3088.548534631729, 4, 80.16729394899812, 158, 21097,                                         21097, 51.074249267578125, 939.7029418945312
225, -3911.9719548225403, 4, 80.11658250799883, 158, 21255,                                         21255, 49.687294006347656, 941.9840698242188
226, -3406.023456811905, 4, 80.23564233300203, 158, 21413,                                         21413, 51.998016357421875, 942.3591918945312
227, -4237.208356499672, 2, 41.665834077997715, 82, 21495,                                         21495, 49.77669906616211, 943.7398071289062
228, -4738.65645813942, 2, 62.02339384699735, 122, 21617,                                         21617, 48.503665924072266, 947.3038330078125
229, -3864.6723778247833, 2, 26.473844154999824, 52, 21669,                                         21669, 52.08531188964844, 951.4969482421875
230, -3228.901520371437, 4, 79.82314179099922, 157, 21826,                                         21826, 51.03034973144531, 953.191650390625
231, -3106.1285277605057, 4, 80.29739661399799, 158, 21984,                                         21984, 49.8947868347168, 953.6375732421875
232, -3076.074730157852, 4, 80.24503368200021, 158, 22142,                                         22142, 51.25618362426758, 957.1741333007812
233, 1381.9503808021545, 1, 22.02000434100046, 43, 22185,                                         22185, 53.31636047363281, 960.6536254882812
234, -3071.763163805008, 4, 80.73550771399823, 159, 22344,                                         22344, 52.58464050292969, 963.9049682617188
235, -4783.709765076637, 2, 57.855667871997866, 114, 22458,                                         22458, 52.461517333984375, 963.9043579101562
236, -1976.6927050352097, 5, 22.837914099000045, 45, 22503,                                         22503, 49.74011993408203, 966.5397338867188
237, -3697.0280408859253, 4, 80.11443827299809, 158, 22661,                                         22661, 50.81431579589844, 964.1587524414062
238, -3118.4797506332397, 2, 15.263840454001183, 30, 22691,                                         22691, 49.545902252197266, 964.1189575195312
239, -3086.681929588318, 4, 80.13954319500044, 158, 22849,                                         22849, 48.72159957885742, 966.9647216796875
240, 298.9177579879761, 1, 35.1755747160023, 69, 22918,                                         22918, 50.3599967956543, 972.9074096679688
241, -3546.9460294246674, 4, 80.32319004900273, 158, 23076,                                         23076, 48.748512268066406, 973.502197265625
242, -4533.280042767525, 4, 80.16686940699947, 158, 23234,                                         23234, 53.282623291015625, 977.3278198242188
243, -3407.57229077816, 4, 80.26063889799843, 158, 23392,                                         23392, 48.289127349853516, 978.1527709960938
244, -4548.727516174316, 2, 71.68702855800075, 141, 23533,                                         23533, 47.45187759399414, 981.534912109375
245, -3470.615644097328, 2, 19.791465721998975, 39, 23572,                                         23572, 49.084163665771484, 982.732666015625
246, -1085.9796237945557, 5, 15.721759104999364, 31, 23603,                                         23603, 55.99378967285156, 986.0803833007812
247, -3576.3733471632004, 4, 80.31926814600229, 158, 23761,                                         23761, 50.15962219238281, 984.2255859375
248, -3337.673607826233, 4, 80.2799875439996, 158, 23919,                                         23919, 49.66178512573242, 986.470703125
249, -4814.088798999786, 2, 47.7488220539999, 94, 24013,                                         24013, 46.57803726196289, 991.3345947265625
250, -2328.1318593025208, 5, 39.70909659999961, 78, 24091,                                         24091, 47.857295989990234, 993.8015747070312
251, -2977.6710050553083, 4, 80.73204908499974, 159, 24250,                                         24250, 51.20408248901367, 995.6513061523438
252, -3229.5049747228622, 4, 80.18704175599851, 158, 24408,                                         24408, 48.72626876831055, 999.6908569335938
253, -3294.479983344674, 4, 80.27112567400036, 158, 24566,                                         24566, 49.718040466308594, 1000.1144409179688
254, -4014.8260180950165, 4, 79.74381131200062, 157, 24723,                                         24723, 50.994773864746094, 1005.0741577148438
255, -3175.735471725464, 4, 80.24307114200201, 158, 24881,                                         24881, 53.03091049194336, 1006.5299682617188
256, -2967.900761127472, 2, 20.95085254500009, 41, 24922,                                         24922, 51.574337005615234, 1008.763916015625
257, -3281.703865647316, 4, 80.30414300800112, 158, 25080,                                         25080, 52.467594146728516, 1009.9215087890625
